Order_Id,Order_Date,Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Product_Id,cost_price,List_price,Quantity,Discount_Percent,total_cost
1210,2022-06-28,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004999,30.00,40.00,7.00,4.00,210.00
2245,2022-06-28,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,OFF-FA-10004248,10.00,10.00,2.00,2.00,20.00
5619,2022-06-28,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10004186,400.00,440.00,4.00,4.00,1600.00
1499,2022-06-28,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003981,20.00,20.00,5.00,5.00,100.00
7459,2022-06-28,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10001468,1020.00,1200.00,7.00,3.00,7140.00
42,2022-06-28,Standard Class,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,TEC-PH-10004093,140.00,150.00,4.00,3.00,560.00
2470,2022-06-28,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,20.00,20.00,1.00,4.00,20.00
6012,2022-06-29,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,230.00,270.00,3.00,4.00,690.00
4415,2022-06-29,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10003925,360.00,390.00,1.00,5.00,360.00
4218,2022-06-29,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10003894,390.00,480.00,8.00,2.00,3120.00
994,2022-06-29,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120.00,150.00,5.00,2.00,600.00
6998,2022-06-29,Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,OFF-PA-10004475,150.00,180.00,4.00,3.00,600.00
2138,2022-06-29,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,OFF-BI-10002954,0.00,0.00,4.00,4.00,0.00
4203,2022-06-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002254,170.00,180.00,7.00,3.00,1190.00
4455,2022-06-29,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002486,20.00,30.00,4.00,5.00,80.00
3377,2022-06-29,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,FUR-CH-10002965,290.00,360.00,2.00,5.00,580.00
3775,2022-06-29,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002001,350.00,380.00,3.00,2.00,1050.00
5429,2022-06-29,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003455,50.00,50.00,3.00,4.00,150.00
7783,2022-06-29,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003442,40.00,50.00,2.00,2.00,80.00
303,2022-06-29,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,OFF-BI-10002706,10.00,10.00,1.00,4.00,10.00
8487,2022-06-29,Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,OFF-PA-10001144,90.00,110.00,2.00,4.00,180.00
958,2022-06-29,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0.00,0.00,2.00,5.00,0.00
9428,2022-06-29,Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,FUR-FU-10003268,170.00,200.00,5.00,2.00,850.00
1619,2022-06-29,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000352,60.00,60.00,2.00,5.00,120.00
8184,2022-06-29,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,FUR-FU-10001918,0.00,0.00,1.00,4.00,0.00
9099,2022-06-29,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10002085,350.00,370.00,7.00,2.00,2450.00
819,2022-06-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003094,0.00,0.00,3.00,2.00,0.00
6814,2022-06-29,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001057,110.00,130.00,8.00,2.00,880.00
1707,2022-06-29,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10003077,40.00,40.00,6.00,3.00,240.00
160,2022-06-30,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,TEC-PH-10004536,870.00,940.00,7.00,5.00,6090.00
6908,2022-06-30,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002584,860.00,1000.00,2.00,2.00,1720.00
3587,2022-06-30,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002053,10.00,10.00,2.00,4.00,20.00
117,2022-06-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002504,120.00,130.00,6.00,5.00,720.00
3915,2022-06-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001932,750.00,800.00,5.00,3.00,3750.00
477,2022-06-30,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003465,90.00,90.00,5.00,4.00,450.00
3832,2022-06-30,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10004017,70.00,80.00,3.00,3.00,210.00
1693,2022-06-30,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10004020,20.00,20.00,5.00,3.00,100.00
2846,2022-06-30,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10001958,50.00,50.00,3.00,5.00,150.00
3103,2022-06-30,Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10003660,210.00,220.00,1.00,2.00,210.00
880,2022-06-30,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003984,60.00,70.00,3.00,3.00,180.00
2208,2022-06-30,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,TEC-PH-10001552,40.00,40.00,4.00,4.00,160.00
4401,2022-06-30,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,OFF-AP-10002945,850.00,900.00,3.00,2.00,2550.00
3653,2022-07-01,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001636,30.00,30.00,4.00,3.00,120.00
659,2022-07-01,Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10004654,0.00,0.00,2.00,5.00,0.00
9020,2022-07-01,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,TEC-AC-10001314,90.00,100.00,2.00,5.00,180.00
6356,2022-07-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000642,70.00,80.00,5.00,3.00,350.00
9538,2022-07-01,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10002613,380.00,480.00,2.00,4.00,760.00
1985,2022-07-01,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,FUR-FU-10001940,20.00,20.00,3.00,2.00,60.00
3996,2022-07-01,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,FUR-CH-10002084,730.00,860.00,7.00,4.00,5110.00
343,2022-07-01,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10002780,20.00,30.00,13.00,4.00,260.00
9120,2022-07-01,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10000452,20.00,20.00,7.00,2.00,140.00
2106,2022-07-01,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10004888,20.00,20.00,3.00,2.00,60.00
6511,2022-07-01,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004156,30.00,30.00,3.00,2.00,90.00
3465,2022-07-02,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10001990,40.00,50.00,1.00,2.00,40.00
2611,2022-07-02,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,10.00,10.00,2.00,3.00,20.00
9654,2022-07-02,Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10001874,90.00,100.00,2.00,5.00,180.00
6879,2022-07-02,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,OFF-PA-10003001,10.00,10.00,1.00,5.00,10.00
3619,2022-07-02,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10002185,10.00,10.00,1.00,5.00,10.00
2850,2022-07-02,Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,OFF-BI-10002976,10.00,10.00,6.00,2.00,60.00
2071,2022-07-02,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000301,0.00,0.00,1.00,2.00,0.00
8236,2022-07-02,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,FUR-TA-10001889,870.00,930.00,4.00,5.00,3480.00
8386,2022-07-02,Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Binders,OFF-BI-10001757,10.00,10.00,3.00,4.00,30.00
2898,2022-07-02,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,TEC-CO-10000971,890.00,960.00,4.00,2.00,3560.00
7016,2022-07-02,Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,TEC-AC-10000710,30.00,30.00,2.00,4.00,60.00
5177,2022-07-02,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002082,50.00,50.00,2.00,5.00,100.00
861,2022-07-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10001225,10.00,10.00,2.00,4.00,20.00
6415,2022-07-02,Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,OFF-BI-10004099,10.00,10.00,5.00,5.00,50.00
5300,2022-07-02,First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10003148,20.00,20.00,3.00,3.00,60.00
3494,2022-07-03,Standard Class,Corporate,United States,Saint Cloud,Minnesota,56301,Central,Technology,Accessories,TEC-AC-10002305,60.00,70.00,4.00,5.00,240.00
3625,2022-07-03,Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10002647,560.00,680.00,12.00,5.00,6720.00
1122,2022-07-03,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,TEC-PH-10001061,600.00,700.00,7.00,4.00,4200.00
4983,2022-07-03,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,OFF-LA-10001045,10.00,10.00,2.00,4.00,20.00
1603,2022-07-03,Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,OFF-AR-10003251,10.00,10.00,3.00,2.00,30.00
7310,2022-07-03,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10004395,10.00,10.00,3.00,5.00,30.00
3593,2022-07-03,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10002615,400.00,470.00,3.00,2.00,1200.00
3911,2022-07-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,FUR-BO-10004218,280.00,350.00,5.00,2.00,1400.00
9347,2022-07-03,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,FUR-FU-10004973,20.00,30.00,2.00,2.00,40.00
1664,2022-07-03,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001325,30.00,40.00,5.00,4.00,150.00
7988,2022-07-03,Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,OFF-LA-10002945,30.00,30.00,4.00,5.00,120.00
3361,2022-07-03,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004569,20.00,30.00,4.00,3.00,80.00
8525,2022-07-04,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10004348,30.00,40.00,2.00,2.00,60.00
4622,2022-07-04,Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,OFF-ST-10001328,70.00,80.00,5.00,3.00,350.00
9848,2022-07-04,Second Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10004188,460.00,510.00,5.00,3.00,2300.00
4791,2022-07-04,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,FUR-TA-10000849,330.00,360.00,5.00,5.00,1650.00
5727,2022-07-04,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10002922,770.00,950.00,7.00,5.00,5390.00
6438,2022-07-04,First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,TEC-PH-10004389,250.00,300.00,3.00,5.00,750.00
608,2022-07-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000848,0.00,0.00,2.00,5.00,0.00
9315,2022-07-04,Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,OFF-AP-10002311,110.00,120.00,2.00,4.00,220.00
5343,2022-07-04,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10001509,0.00,0.00,1.00,2.00,0.00
7198,2022-07-04,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10000305,10.00,10.00,2.00,2.00,20.00
655,2022-07-04,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10002439,90.00,110.00,2.00,2.00,180.00
3972,2022-07-05,Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,OFF-AR-10001615,70.00,80.00,4.00,5.00,280.00
7543,2022-07-05,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,FUR-FU-10001488,470.00,510.00,6.00,2.00,2820.00
4066,2022-07-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,OFF-FA-10003021,10.00,10.00,5.00,5.00,50.00
3455,2022-07-05,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,OFF-AR-10000657,10.00,10.00,3.00,2.00,30.00
3620,2022-07-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10002974,190.00,220.00,5.00,4.00,950.00
9778,2022-07-05,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,TEC-AC-10002076,360.00,430.00,9.00,4.00,3240.00
5958,2022-07-05,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10003842,130.00,150.00,5.00,4.00,650.00
1405,2022-07-05,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,OFF-SU-10004498,10.00,10.00,1.00,2.00,10.00
6871,2022-07-05,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10002606,40.00,50.00,9.00,2.00,360.00
9919,2022-07-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003055,30.00,40.00,1.00,2.00,30.00
8339,2022-07-05,Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Technology,Accessories,TEC-AC-10003198,460.00,500.00,5.00,5.00,2300.00
857,2022-07-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10002537,90.00,100.00,10.00,2.00,900.00
3319,2022-07-05,Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,OFF-LA-10003190,10.00,10.00,3.00,3.00,30.00
4253,2022-07-05,Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,OFF-AR-10002656,10.00,10.00,2.00,4.00,20.00
5843,2022-07-05,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001418,280.00,300.00,5.00,5.00,1400.00
9170,2022-07-05,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,OFF-PA-10001954,40.00,50.00,2.00,4.00,80.00
9908,2022-07-06,First Class,Corporate,United States,Anaheim,California,92804,West,Furniture,Chairs,FUR-CH-10000155,680.00,720.00,3.00,4.00,2040.00
623,2022-07-06,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,FUR-CH-10004853,270.00,300.00,2.00,3.00,540.00
445,2022-07-06,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002372,210.00,240.00,3.00,4.00,630.00
3686,2022-07-06,Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,OFF-ST-10003722,90.00,100.00,7.00,5.00,630.00
6046,2022-07-06,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002937,200.00,240.00,3.00,4.00,600.00
9019,2022-07-06,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Binders,OFF-BI-10002215,20.00,20.00,3.00,3.00,60.00
6757,2022-07-06,Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,FUR-CH-10003606,410.00,510.00,4.00,5.00,1640.00
9826,2022-07-06,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003638,40.00,50.00,3.00,2.00,120.00
2418,2022-07-06,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Binders,OFF-BI-10002082,70.00,80.00,3.00,2.00,210.00
729,2022-07-06,First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,FUR-TA-10002228,350.00,400.00,2.00,3.00,700.00
2914,2022-07-06,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,OFF-BI-10002852,30.00,40.00,3.00,4.00,90.00
4386,2022-07-06,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,FUR-BO-10002545,780.00,910.00,5.00,3.00,3900.00
9384,2022-07-06,Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,OFF-ST-10004950,60.00,80.00,5.00,5.00,300.00
9530,2022-07-06,Same Day,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,Storage,OFF-ST-10002352,10.00,10.00,2.00,4.00,20.00
778,2022-07-06,First Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002335,440.00,540.00,3.00,2.00,1320.00
3129,2022-07-06,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10004090,30.00,40.00,2.00,4.00,60.00
8492,2022-07-07,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10001135,10.00,10.00,3.00,2.00,30.00
3860,2022-07-07,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,FUR-TA-10001932,410.00,480.00,3.00,2.00,1230.00
9679,2022-07-07,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,OFF-SU-10004290,10.00,10.00,1.00,4.00,10.00
3836,2022-07-07,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,OFF-FA-10000611,0.00,0.00,2.00,5.00,0.00
4978,2022-07-07,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003727,10.00,10.00,2.00,5.00,20.00
8003,2022-07-07,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,OFF-SU-10001225,20.00,30.00,7.00,4.00,140.00
7130,2022-07-07,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,TEC-AC-10004209,30.00,40.00,4.00,3.00,120.00
7131,2022-07-07,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10003022,100.00,120.00,7.00,5.00,700.00
3145,2022-07-07,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,FUR-CH-10002647,320.00,350.00,7.00,4.00,2240.00
9379,2022-07-07,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,OFF-EN-10001535,10.00,10.00,2.00,4.00,20.00
3080,2022-07-07,First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,OFF-PA-10001800,10.00,10.00,2.00,5.00,20.00
4867,2022-07-07,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001718,500.00,560.00,11.00,3.00,5500.00
2271,2022-07-07,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Art,OFF-AR-10004344,40.00,50.00,5.00,4.00,200.00
7842,2022-07-08,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10002892,50.00,50.00,2.00,3.00,100.00
1657,2022-07-08,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000563,80.00,100.00,3.00,5.00,240.00
1299,2022-07-08,Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,TEC-PH-10003555,90.00,110.00,5.00,3.00,450.00
5350,2022-07-08,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,OFF-PA-10004082,40.00,40.00,5.00,2.00,200.00
6243,2022-07-08,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,OFF-BI-10000977,20.00,20.00,2.00,5.00,40.00
1646,2022-07-08,First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10004359,180.00,210.00,2.00,3.00,360.00
5580,2022-07-08,Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10003833,220.00,240.00,5.00,4.00,1100.00
6439,2022-07-08,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,FUR-TA-10000577,890.00,970.00,4.00,2.00,3560.00
8871,2022-07-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10000023,60.00,70.00,12.00,3.00,720.00
638,2022-07-08,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10003287,110.00,120.00,3.00,2.00,330.00
9759,2022-07-08,Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,OFF-PA-10002615,20.00,20.00,4.00,2.00,80.00
1237,2022-07-08,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10003268,50.00,60.00,2.00,5.00,100.00
2727,2022-07-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10000849,300.00,350.00,4.00,2.00,1200.00
2513,2022-07-08,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10002429,50.00,50.00,5.00,4.00,250.00
7786,2022-07-08,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10002762,30.00,30.00,2.00,2.00,60.00
2304,2022-07-08,Second Class,Home Office,United States,Roswell,Georgia,30076,South,Furniture,Chairs,FUR-CH-10000785,580.00,720.00,4.00,2.00,2320.00
3433,2022-07-08,First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Paper,OFF-PA-10003651,50.00,60.00,9.00,5.00,450.00
8536,2022-07-09,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10002217,50.00,60.00,3.00,3.00,150.00
7877,2022-07-09,Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Appliances,OFF-AP-10003278,10.00,10.00,1.00,3.00,10.00
8090,2022-07-09,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,OFF-AP-10001492,60.00,80.00,9.00,2.00,540.00
950,2022-07-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10004154,1950.00,2070.00,12.00,5.00,23400.00
2087,2022-07-09,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10000060,270.00,320.00,5.00,5.00,1350.00
3061,2022-07-09,Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,TEC-AC-10002800,100.00,120.00,3.00,3.00,300.00
340,2022-07-09,Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,OFF-FA-10000490,0.00,0.00,4.00,2.00,0.00
9475,2022-07-09,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,OFF-LA-10000443,10.00,10.00,2.00,3.00,20.00
1060,2022-07-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,OFF-FA-10001754,0.00,0.00,3.00,3.00,0.00
6430,2022-07-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,OFF-ST-10001558,30.00,30.00,2.00,5.00,60.00
8952,2022-07-09,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,OFF-ST-10000918,30.00,30.00,3.00,2.00,90.00
9050,2022-07-09,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10002956,60.00,70.00,3.00,4.00,180.00
9207,2022-07-09,Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,OFF-PA-10003797,40.00,50.00,8.00,2.00,320.00
9238,2022-07-09,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10001553,10.00,10.00,1.00,5.00,10.00
2394,2022-07-09,Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,OFF-AR-10000588,30.00,40.00,2.00,4.00,60.00
9702,2022-07-09,Standard Class,Consumer,United States,San Luis Obispo,California,93405,West,Office Supplies,Fasteners,OFF-FA-10003059,0.00,0.00,2.00,5.00,0.00
3781,2022-07-09,Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,TEC-PH-10000038,220.00,270.00,2.00,2.00,440.00
9838,2022-07-09,Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,OFF-LA-10003923,30.00,30.00,2.00,3.00,60.00
6312,2022-07-09,Standard Class,Consumer,United States,Oxnard,California,93030,West,Furniture,Furnishings,FUR-FU-10004006,120.00,130.00,3.00,2.00,360.00
7123,2022-07-09,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,FUR-BO-10002598,120.00,140.00,2.00,3.00,240.00
